,year_film,year_ceremony,ceremony,category,name,film,winner
996,1940,1941,13,MUSIC,Max Steiner,The Letter,False
997,1940,1941,13,MUSIC,Richard Hageman,The Long Voyage Home,False
998,1940,1941,13,MUSIC,Alfred Newman,The Mark of Zorro,False
999,1940,1941,13,MUSIC,Roy Webb,My Favorite Wife,False
1000,1940,1941,13,MUSIC,Victor Young,North West Mounted Police,False
1001,1940,1941,13,MUSIC,Werner Heymann,One Million B.C.,False
1002,1940,1941,13,MUSIC,Aaron Copland,Our Town,False
1003,1940,1941,13,MUSIC,"Leigh Harline, Paul J. Smith, Ned Washington",Pinocchio,True
1004,1940,1941,13,MUSIC,Franz Waxman,Rebecca,False
1005,1940,1941,13,MUSIC,Miklos Rozsa,The Thief of Bagdad,False
1006,1940,1941,13,MUSIC,Herbert Stothart,Waterloo Bridge,False
1007,1940,1941,13,MUSIC,Victor Young,"Arise, My Love",False
1008,1940,1941,13,MUSIC,Cy Feuer,Hit Parade of 1941,False
1009,1940,1941,13,MUSIC,Anthony Collins,Irene,False
1010,1940,1941,13,MUSIC,Aaron Copland,Our Town,False
1011,1940,1941,13,MUSIC,Erich Wolfgang Korngold,The Sea Hawk,False
1012,1940,1941,13,MUSIC,Artie Shaw,Second Chorus,False
1013,1940,1941,13,MUSIC,Charles Previn,Spring Parade,False
1014,1940,1941,13,MUSIC,"Roger Edens, Georgie Stoll",Strike Up the Band,False
1015,1940,1941,13,MUSIC,Alfred Newman,Tin Pan Alley,True
1016,1940,1941,13,MUSIC,Music by Harry Warren; Lyrics by Mack Gordon,Down Argentine Way,False
1017,1940,1941,13,MUSIC,Music by Jimmy McHugh; Lyrics by Johnny Mercer,You'll Find Out,False
1018,1940,1941,13,MUSIC,Music and Lyrics by Chet Forrest and Bob Wright,Music in My Heart,False
1019,1940,1941,13,MUSIC,Music by Artie Shaw; Lyrics by Johnny Mercer,Second Chorus,False
1020,1940,1941,13,MUSIC,Music by James Monaco; Lyrics by John Burke,Rhythm on the River,False
1021,1940,1941,13,MUSIC,Music and Lyrics by Roger Edens and Arthur Freed,Strike Up the Band,False
1022,1940,1941,13,MUSIC,Music by Robert Stolz; Lyrics by Gus Kahn,Spring Parade,False
1023,1940,1941,13,MUSIC,Music by Leigh Harline; Lyrics by Ned Washington,Pinocchio,True
1024,1940,1941,13,MUSIC,Music by Jule Styne; Lyrics by Walter Bullock,Hit Parade of 1941,False
1087,1941,1942,14,ACTOR,Gary Cooper,Sergeant York,True
1088,1941,1942,14,ACTOR,Cary Grant,Penny Serenade,False
1089,1941,1942,14,ACTOR,Walter Huston,All That Money Can Buy,False
1090,1941,1942,14,ACTOR,Robert Montgomery,Here Comes Mr. Jordan,False
1091,1941,1942,14,ACTOR,Orson Welles,Citizen Kane,False
1092,1941,1942,14,SUPPORTING ACTOR,Walter Brennan,Sergeant York,False
1093,1941,1942,14,SUPPORTING ACTOR,Charles Coburn,The Devil and Miss Jones,False
1094,1941,1942,14,SUPPORTING ACTOR,Donald Crisp,How Green Was My Valley,True
1095,1941,1942,14,SUPPORTING ACTOR,James Gleason,Here Comes Mr. Jordan,False
1096,1941,1942,14,SUPPORTING ACTOR,Sydney Greenstreet,The Maltese Falcon,False
1097,1941,1942,14,ACTRESS,Bette Davis,The Little Foxes,False
1098,1941,1942,14,ACTRESS,Olivia de Havilland,Hold Back the Dawn,False
1099,1941,1942,14,ACTRESS,Joan Fontaine,Suspicion,True
1100,1941,1942,14,ACTRESS,Greer Garson,Blossoms in the Dust,False
1101,1941,1942,14,ACTRESS,Barbara Stanwyck,Ball of Fire,False
1102,1941,1942,14,SUPPORTING ACTRESS,Sara Allgood,How Green Was My Valley,False
1103,1941,1942,14,SUPPORTING ACTRESS,Mary Astor,The Great Lie,True
1104,1941,1942,14,SUPPORTING ACTRESS,Patricia Collinge,The Little Foxes,False
1105,1941,1942,14,SUPPORTING ACTRESS,Teresa Wright,The Little Foxes,False
1106,1941,1942,14,SUPPORTING ACTRESS,Margaret Wycherly,Sergeant York,False
1138,1941,1942,14,DIRECTING,Orson Welles,Citizen Kane,False
1139,1941,1942,14,DIRECTING,Alexander Hall,Here Comes Mr. Jordan,False
1140,1941,1942,14,DIRECTING,John Ford,How Green Was My Valley,True
1141,1941,1942,14,DIRECTING,William Wyler,The Little Foxes,False
1142,1941,1942,14,DIRECTING,Howard Hawks,Sergeant York,False
1159,1941,1942,14,MUSIC,Bernard Herrmann,All That Money Can Buy,True
1160,1941,1942,14,MUSIC,Frank Skinner,Back Street,False
1161,1941,1942,14,MUSIC,Alfred Newman,Ball of Fire,False
1162,1941,1942,14,MUSIC,Edward Ward,Cheers for Miss Bishop,False
1163,1941,1942,14,MUSIC,Bernard Herrmann,Citizen Kane,False
1164,1941,1942,14,MUSIC,Franz Waxman,Dr. Jekyll and Mr. Hyde,False
1165,1941,1942,14,MUSIC,Victor Young,Hold Back the Dawn,False
1166,1941,1942,14,MUSIC,Alfred Newman,How Green Was My Valley,False
1167,1941,1942,14,MUSIC,Edward Kay,King of the Zombies,False
1168,1941,1942,14,MUSIC,"Morris Stoloff, Ernst Toch",Ladies in Retirement,False
1169,1941,1942,14,MUSIC,Meredith Willson,The Little Foxes,False
1170,1941,1942,14,MUSIC,Miklos Rozsa,Lydia,False
1171,1941,1942,14,MUSIC,"Cy Feuer, Walter Scharf",Mercy Island,False
1172,1941,1942,14,MUSIC,Max Steiner,Sergeant York,False
1173,1941,1942,14,MUSIC,Louis Gruenberg,So Ends Our Night,False
1174,1941,1942,14,MUSIC,Miklos Rozsa,Sundown,False
1175,1941,1942,14,MUSIC,Franz Waxman,Suspicion,False
1176,1941,1942,14,MUSIC,Edward Ward,Tanks a Million,False
1177,1941,1942,14,MUSIC,Werner Heymann,That Uncertain Feeling,False
1178,1941,1942,14,MUSIC,Richard Hageman,This Woman Is Mine,False
1179,1941,1942,14,MUSIC,Edward Ward,All-American Co-Ed,False
1180,1941,1942,14,MUSIC,Robert Emmett Dolan,Birth of the Blues,False
1181,1941,1942,14,MUSIC,Charles Previn,Buck Privates,False
1182,1941,1942,14,MUSIC,"Herbert Stothart, Bronislau Kaper",The Chocolate Soldier,False
1183,1941,1942,14,MUSIC,"Frank Churchill, Oliver Wallace",Dumbo,True
1184,1941,1942,14,MUSIC,Cy Feuer,Ice-Capades,False
1185,1941,1942,14,MUSIC,Heinz Roemheld,The Strawberry Blonde,False
1186,1941,1942,14,MUSIC,Emil Newman,Sun Valley Serenade,False
1187,1941,1942,14,MUSIC,Anthony Collins,Sunny,False
1188,1941,1942,14,MUSIC,Morris Stoloff,You'll Never Get Rich,False
1189,1941,1942,14,MUSIC,Music by Frank Churchill; Lyrics by Ned Washington,Dumbo,False
1190,1941,1942,14,MUSIC,Music and Lyrics by Gene Autry and Fred Rose,Ridin' on a Rainbow,False
1191,1941,1942,14,MUSIC,Music by Harold Arlen; Lyrics by Johnny Mercer,Blues in the Night,False
1192,1941,1942,14,MUSIC,Music by Hugh Prince; Lyrics by Don Raye,Buck Privates,False
1193,1941,1942,14,MUSIC,Music by Harry Warren; Lyrics by Mack Gordon,Sun Valley Serenade,False
1194,1941,1942,14,MUSIC,Music by Lou Alter; Lyrics by Frank Loesser,Las Vegas Nights,False
1195,1941,1942,14,MUSIC,Music by Jerome Kern; Lyrics by Oscar Hammerstein II,Lady Be Good,True
1196,1941,1942,14,MUSIC,Music and Lyrics by Lloyd B. Norlind,All-American Co-Ed,False
1197,1941,1942,14,MUSIC,Music and Lyrics by Cole Porter,You'll Never Get Rich,False
1198,1941,1942,14,BEST PICTURE,Metro-Goldwyn-Mayer,Blossoms in the Dust,False
1199,1941,1942,14,BEST PICTURE,Mercury,Citizen Kane,False
1200,1941,1942,14,BEST PICTURE,Columbia,Here Comes Mr. Jordan,False
1201,1941,1942,14,BEST PICTURE,Paramount,Hold Back the Dawn,False
1202,1941,1942,14,BEST PICTURE,20th Century-Fox,How Green Was My Valley,True
1203,1941,1942,14,BEST PICTURE,Samuel Goldwyn Productions,The Little Foxes,False
1204,1941,1942,14,BEST PICTURE,Warner Bros.,The Maltese Falcon,False
1205,1941,1942,14,BEST PICTURE,Warner Bros.,One Foot in Heaven,False
1206,1941,1942,14,BEST PICTURE,Warner Bros.,Sergeant York,False
1207,1941,1942,14,BEST PICTURE,RKO Radio,Suspicion,False
1270,1942,1943,15,ACTOR,James Cagney,Yankee Doodle Dandy,True
1271,1942,1943,15,ACTOR,Ronald Colman,Random Harvest,False
1272,1942,1943,15,ACTOR,Gary Cooper,The Pride of the Yankees,False
1273,1942,1943,15,ACTOR,Walter Pidgeon,Mrs. Miniver,False
1274,1942,1943,15,ACTOR,Monty Woolley,The Pied Piper,False
1275,1942,1943,15,SUPPORTING ACTOR,William Bendix,Wake Island,False
1276,1942,1943,15,SUPPORTING ACTOR,Van Heflin,Johnny Eager,True
1277,1942,1943,15,SUPPORTING ACTOR,Walter Huston,Yankee Doodle Dandy,False
1278,1942,1943,15,SUPPORTING ACTOR,Frank Morgan,Tortilla Flat,False
1279,1942,1943,15,SUPPORTING ACTOR,Henry Travers,Mrs. Miniver,False
1280,1942,1943,15,ACTRESS,Bette Davis,"Now, Voyager",False
1281,1942,1943,15,ACTRESS,Greer Garson,Mrs. Miniver,True
1282,1942,1943,15,ACTRESS,Katharine Hepburn,Woman of the Year,False
1283,1942,1943,15,ACTRESS,Rosalind Russell,My Sister Eileen,False
1284,1942,1943,15,ACTRESS,Teresa Wright,The Pride of the Yankees,False
1285,1942,1943,15,SUPPORTING ACTRESS,Gladys Cooper,"Now, Voyager",False
1286,1942,1943,15,SUPPORTING ACTRESS,Agnes Moorehead,The Magnificent Ambersons,False
1287,1942,1943,15,SUPPORTING ACTRESS,Susan Peters,Random Harvest,False
1288,1942,1943,15,SUPPORTING ACTRESS,Dame May Whitty,Mrs. Miniver,False
1289,1942,1943,15,SUPPORTING ACTRESS,Teresa Wright,Mrs. Miniver,True
1321,1942,1943,15,DIRECTING,Sam Wood,Kings Row,False
1322,1942,1943,15,DIRECTING,William Wyler,Mrs. Miniver,True
1323,1942,1943,15,DIRECTING,Mervyn LeRoy,Random Harvest,False
1324,1942,1943,15,DIRECTING,John Farrow,Wake Island,False
1325,1942,1943,15,DIRECTING,Michael Curtiz,Yankee Doodle Dandy,False
1356,1942,1943,15,MUSIC,Frank Skinner,Arabian Nights,False
1357,1942,1943,15,MUSIC,"Frank Churchill, Edward Plumb",Bambi,False
1358,1942,1943,15,MUSIC,Alfred Newman,The Black Swan,False
1359,1942,1943,15,MUSIC,Dimitri Tiomkin,The Corsican Brothers,False
1360,1942,1943,15,MUSIC,Victor Young,Flying Tigers,False
1361,1942,1943,15,MUSIC,Max Terr,The Gold Rush,False
1362,1942,1943,15,MUSIC,Roy Webb,I Married a Witch,False
1363,1942,1943,15,MUSIC,Roy Webb,Joan of Paris,False
1364,1942,1943,15,MUSIC,Miklos Rozsa,Jungle Book,False
1365,1942,1943,15,MUSIC,Edward Kay,Klondike Fury,False
1366,1942,1943,15,MUSIC,Max Steiner,"Now, Voyager",True
1367,1942,1943,15,MUSIC,Leigh Harline,The Pride of the Yankees,False
1368,1942,1943,15,MUSIC,Herbert Stothart,Random Harvest,False
1369,1942,1943,15,MUSIC,Richard Hageman,The Shanghai Gesture,False
1370,1942,1943,15,MUSIC,Victor Young,Silver Queen,False
1371,1942,1943,15,MUSIC,Victor Young,"Take a Letter, Darling",False
1372,1942,1943,15,MUSIC,"Frederick Hollander, Morris Stoloff",The Talk of the Town,False
1373,1942,1943,15,MUSIC,Werner Heymann,To Be or Not to Be,False
1374,1942,1943,15,MUSIC,Edward Ward,Flying with Music,False
1375,1942,1943,15,MUSIC,"Roger Edens, Georgie Stoll",For Me and My Gal,False
1376,1942,1943,15,MUSIC,Robert Emmett Dolan,Holiday Inn,False
1377,1942,1943,15,MUSIC,"Hans Salter, Charles Previn",It Started with Eve,False
1378,1942,1943,15,MUSIC,Walter Scharf,Johnny Doughboy,False
1379,1942,1943,15,MUSIC,Alfred Newman,My Gal Sal,False
1380,1942,1943,15,MUSIC,"Ray Heindorf, Heinz Roemheld",Yankee Doodle Dandy,True
1381,1942,1943,15,MUSIC,Leigh Harline,You Were Never Lovelier,False
1382,1942,1943,15,MUSIC,Music by Ernesto Lecuona; Lyrics by Kim Gannon,Always in My Heart,False
1383,1942,1943,15,MUSIC,Music by Jerome Kern; Lyrics by Johnny Mercer,You Were Never Lovelier,False
1384,1942,1943,15,MUSIC,Music by Burton Lane; Lyrics by Ralph Freed,Babes on Broadway,False
1385,1942,1943,15,MUSIC,Music by Jule Styne; Lyrics by Sammy Cahn,Youth on Parade,False
1386,1942,1943,15,MUSIC,Music by Harry Warren; Lyrics by Mack Gordon,Orchestra Wives,False
1387,1942,1943,15,MUSIC,Music by Frank Churchill; Lyrics by Larry Morey,Bambi,False
1388,1942,1943,15,MUSIC,Music by Edward Ward; Lyrics by Chet Forrest and Bob Wright,Flying with Music,False
1389,1942,1943,15,MUSIC,Music by Gene de Paul; Lyrics by Don Raye,Hellzapoppin',False
1390,1942,1943,15,MUSIC,Music by Harry Revel; Lyrics by Mort Greene,The Mayor of 44th Street,False
1391,1942,1943,15,MUSIC,Music and Lyrics by Irving Berlin,Holiday Inn,True
1392,1942,1943,15,BEST PICTURE,Ortus,The Invaders,False
1393,1942,1943,15,BEST PICTURE,Warner Bros.,Kings Row,False
1394,1942,1943,15,BEST PICTURE,Mercury,The Magnificent Ambersons,False
1395,1942,1943,15,BEST PICTURE,Metro-Goldwyn-Mayer,Mrs. Miniver,True
1396,1942,1943,15,BEST PICTURE,20th Century-Fox,The Pied Piper,False
1397,1942,1943,15,BEST PICTURE,Samuel Goldwyn Productions,The Pride of the Yankees,False
1398,1942,1943,15,BEST PICTURE,Metro-Goldwyn-Mayer,Random Harvest,False
1399,1942,1943,15,BEST PICTURE,Columbia,The Talk of the Town,False
1400,1942,1943,15,BEST PICTURE,Paramount,Wake Island,False
1401,1942,1943,15,BEST PICTURE,Warner Bros.,Yankee Doodle Dandy,False
1456,1943,1944,16,ACTOR,Humphrey Bogart,Casablanca,False
1457,1943,1944,16,ACTOR,Gary Cooper,For Whom the Bell Tolls,False
1458,1943,1944,16,ACTOR,Paul Lukas,Watch on the Rhine,True
1459,1943,1944,16,ACTOR,Walter Pidgeon,Madame Curie,False
1460,1943,1944,16,ACTOR,Mickey Rooney,The Human Comedy,False
1461,1943,1944,16,SUPPORTING ACTOR,Charles Bickford,The Song of Bernadette,False
1462,1943,1944,16,SUPPORTING ACTOR,Charles Coburn,The More the Merrier,True
1463,1943,1944,16,SUPPORTING ACTOR,J. Carrol Naish,Sahara,False
1464,1943,1944,16,SUPPORTING ACTOR,Claude Rains,Casablanca,False
1465,1943,1944,16,SUPPORTING ACTOR,Akim Tamiroff,For Whom the Bell Tolls,False
1466,1943,1944,16,ACTRESS,Jean Arthur,The More the Merrier,False
1467,1943,1944,16,ACTRESS,Ingrid Bergman,For Whom the Bell Tolls,False
1468,1943,1944,16,ACTRESS,Joan Fontaine,The Constant Nymph,False
1469,1943,1944,16,ACTRESS,Greer Garson,Madame Curie,False
1470,1943,1944,16,ACTRESS,Jennifer Jones,The Song of Bernadette,True
1471,1943,1944,16,SUPPORTING ACTRESS,Gladys Cooper,The Song of Bernadette,False
1472,1943,1944,16,SUPPORTING ACTRESS,Paulette Goddard,So Proudly We Hail!,False
1473,1943,1944,16,SUPPORTING ACTRESS,Katina Paxinou,For Whom the Bell Tolls,True
1474,1943,1944,16,SUPPORTING ACTRESS,Anne Revere,The Song of Bernadette,False
1475,1943,1944,16,SUPPORTING ACTRESS,Lucile Watson,Watch on the Rhine,False
1503,1943,1944,16,DIRECTING,Michael Curtiz,Casablanca,True
1504,1943,1944,16,DIRECTING,Ernst Lubitsch,Heaven Can Wait,False
1505,1943,1944,16,DIRECTING,Clarence Brown,The Human Comedy,False
1506,1943,1944,16,DIRECTING,George Stevens,The More the Merrier,False
1507,1943,1944,16,DIRECTING,Henry King,The Song of Bernadette,False
1542,1943,1944,16,MUSIC,"Frank Skinner, Hans J. Salter",The Amazing Mrs. Holliday,False
1543,1943,1944,16,MUSIC,Max Steiner,Casablanca,False
1544,1943,1944,16,MUSIC,"Morris Stoloff, Louis Gruenberg",Commandos Strike at Dawn,False
1545,1943,1944,16,MUSIC,"Roy Webb, C. Bakaleinikoff",The Fallen Sparrow,False
1546,1943,1944,16,MUSIC,Victor Young,For Whom the Bell Tolls,False
1547,1943,1944,16,MUSIC,Hanns Eisler,Hangmen Also Die,False
1548,1943,1944,16,MUSIC,Phil Boutelje,Hi Diddle Diddle,False
1549,1943,1944,16,MUSIC,Walter Scharf,In Old Oklahoma,False
1550,1943,1944,16,MUSIC,Leigh Harline,Johnny Come Lately,False
1551,1943,1944,16,MUSIC,Gerard Carbonara,The Kansan,False
1552,1943,1944,16,MUSIC,Arthur Lange,Lady of Burlesque,False
1553,1943,1944,16,MUSIC,Herbert Stothart,Madame Curie,False
1554,1943,1944,16,MUSIC,Dimitri Tiomkin,The Moon and Sixpence,False
1555,1943,1944,16,MUSIC,Aaron Copland,The North Star,False
1556,1943,1944,16,MUSIC,Alfred Newman,The Song of Bernadette,True
1557,1943,1944,16,MUSIC,"Edward H. Plumb, Paul J. Smith, Oliver G. Wallace",Victory through Air Power,False
1558,1943,1944,16,MUSIC,Alfred Newman,Coney Island,False
1559,1943,1944,16,MUSIC,Walter Scharf,Hit Parade of 1943,False
1560,1943,1944,16,MUSIC,Edward Ward,Phantom of the Opera,False
1561,1943,1944,16,MUSIC,"Charles Wolcott, Edward H. Plumb, Paul J. Smith",Saludos Amigos,False
1562,1943,1944,16,MUSIC,Leigh Harline,The Sky's the Limit,False
1563,1943,1944,16,MUSIC,Morris Stoloff,Something to Shout About,False
1564,1943,1944,16,MUSIC,Frederic E. Rich,Stage Door Canteen,False
1565,1943,1944,16,MUSIC,Robert Emmett Dolan,Star Spangled Rhythm,False
1566,1943,1944,16,MUSIC,Ray Heindorf,This Is the Army,True
1567,1943,1944,16,MUSIC,Herbert Stothart,Thousands Cheer,False
1568,1943,1944,16,MUSIC,Music by Jule Styne; Lyrics by Harold Adamson,Hit Parade of 1943,False
1569,1943,1944,16,MUSIC,Music by Harold Arlen; Lyrics by E. Y. Harburg,Cabin in the Sky,False
1570,1943,1944,16,MUSIC,Music by Harold Arlen; Lyrics by Johnny Mercer,The Sky's the Limit,False
1571,1943,1944,16,MUSIC,Music by Charles Wolcott; Lyrics by Ned Washington,Saludos Amigos,False
1572,1943,1944,16,MUSIC,Music by Jimmy McHugh; Lyrics by Herb Magidson,Hers to Hold,False
1573,1943,1944,16,MUSIC,Music by Harold Arlen; Lyrics by Johnny Mercer,Star Spangled Rhythm,False
1574,1943,1944,16,MUSIC,Music by Arthur Schwartz; Lyrics by Frank Loesser,Thank Your Lucky Stars,False
1575,1943,1944,16,MUSIC,Music by James Monaco; Lyrics by Al Dubin,Stage Door Canteen,False
1576,1943,1944,16,MUSIC,Music and Lyrics by Cole Porter,Something to Shout About,False
1577,1943,1944,16,MUSIC,Music by Harry Warren; Lyrics by Mack Gordon,"Hello, Frisco, Hello",True
1578,1943,1944,16,BEST PICTURE,Warner Bros.,Casablanca,True
1579,1943,1944,16,BEST PICTURE,Paramount,For Whom the Bell Tolls,False
1580,1943,1944,16,BEST PICTURE,20th Century-Fox,Heaven Can Wait,False
1581,1943,1944,16,BEST PICTURE,Metro-Goldwyn-Mayer,The Human Comedy,False
1582,1943,1944,16,BEST PICTURE,Two Cities,In Which We Serve,False
1583,1943,1944,16,BEST PICTURE,Metro-Goldwyn-Mayer,Madame Curie,False
1584,1943,1944,16,BEST PICTURE,Columbia,The More the Merrier,False
1585,1943,1944,16,BEST PICTURE,20th Century-Fox,The Ox-Bow Incident,False
1586,1943,1944,16,BEST PICTURE,20th Century-Fox,The Song of Bernadette,False
1587,1943,1944,16,BEST PICTURE,Warner Bros.,Watch on the Rhine,False
1638,1944,1945,17,ACTOR,Charles Boyer,Gaslight,False
1639,1944,1945,17,ACTOR,Bing Crosby,Going My Way,True
1640,1944,1945,17,ACTOR,Barry Fitzgerald,Going My Way,False
1641,1944,1945,17,ACTOR,Cary Grant,None but the Lonely Heart,False
1642,1944,1945,17,ACTOR,Alexander Knox,Wilson,False
1643,1944,1945,17,SUPPORTING ACTOR,Hume Cronyn,The Seventh Cross,False
1644,1944,1945,17,SUPPORTING ACTOR,Barry Fitzgerald,Going My Way,True
1645,1944,1945,17,SUPPORTING ACTOR,Claude Rains,Mr. Skeffington,False
1646,1944,1945,17,SUPPORTING ACTOR,Clifton Webb,Laura,False
1647,1944,1945,17,SUPPORTING ACTOR,Monty Woolley,Since You Went Away,False
1648,1944,1945,17,ACTRESS,Ingrid Bergman,Gaslight,True
1649,1944,1945,17,ACTRESS,Claudette Colbert,Since You Went Away,False
1650,1944,1945,17,ACTRESS,Bette Davis,Mr. Skeffington,False
1651,1944,1945,17,ACTRESS,Greer Garson,Mrs. Parkington,False
1652,1944,1945,17,ACTRESS,Barbara Stanwyck,Double Indemnity,False
1653,1944,1945,17,SUPPORTING ACTRESS,Ethel Barrymore,None but the Lonely Heart,True
1654,1944,1945,17,SUPPORTING ACTRESS,Jennifer Jones,Since You Went Away,False
1655,1944,1945,17,SUPPORTING ACTRESS,Angela Lansbury,Gaslight,False
1656,1944,1945,17,SUPPORTING ACTRESS,Aline MacMahon,Dragon Seed,False
1657,1944,1945,17,SUPPORTING ACTRESS,Agnes Moorehead,Mrs. Parkington,False
1690,1944,1945,17,DIRECTING,Billy Wilder,Double Indemnity,False
1691,1944,1945,17,DIRECTING,Leo McCarey,Going My Way,True
1692,1944,1945,17,DIRECTING,Otto Preminger,Laura,False
1693,1944,1945,17,DIRECTING,Alfred Hitchcock,Lifeboat,False
1694,1944,1945,17,DIRECTING,Henry King,Wilson,False
1705,1944,1945,17,MUSIC,"Morris Stoloff, Ernst Toch",Address Unknown,False
1706,1944,1945,17,MUSIC,Max Steiner,The Adventures of Mark Twain,False
1707,1944,1945,17,MUSIC,Dimitri Tiomkin,The Bridge of San Luis Rey,False
1708,1944,1945,17,MUSIC,Arthur Lange,Casanova Brown,False
1709,1944,1945,17,MUSIC,H. J. Salter,Christmas Holiday,False
1710,1944,1945,17,MUSIC,Miklos Rozsa,Double Indemnity,False
1711,1944,1945,17,MUSIC,"Walter Scharf, Roy Webb",The Fighting Seabees,False
1712,1944,1945,17,MUSIC,"Edward Paul, Michel Michelet",The Hairy Ape,False
1713,1944,1945,17,MUSIC,Robert Stolz,It Happened Tomorrow,False
1714,1944,1945,17,MUSIC,Frederic Efrem Rich,Jack London,False
1715,1944,1945,17,MUSIC,Herbert Stothart,Kismet,False
1716,1944,1945,17,MUSIC,"Hanns Eisler, C. Bakaleinikoff",None but the Lonely Heart,False
1717,1944,1945,17,MUSIC,David Rose,The Princess and the Pirate,False
1718,1944,1945,17,MUSIC,Max Steiner,Since You Went Away,True
1719,1944,1945,17,MUSIC,Karl Hajos,Summer Storm,False
1720,1944,1945,17,MUSIC,Franke Harling,Three Russian Girls,False
1721,1944,1945,17,MUSIC,Edward Paul,Up in Mabel's Room,False
1722,1944,1945,17,MUSIC,Michel Michelet,Voice in the Wind,False
1723,1944,1945,17,MUSIC,Alfred Newman,Wilson,False
1724,1944,1945,17,MUSIC,Miklos Rozsa,Woman of the Town,False
1725,1944,1945,17,MUSIC,Walter Scharf,Brazil,False
1726,1944,1945,17,MUSIC,"Morris Stoloff, Carmen Dragon",Cover Girl,True
1727,1944,1945,17,MUSIC,C. Bakaleinikoff,Higher and Higher,False
1728,1944,1945,17,MUSIC,Ray Heindorf,Hollywood Canteen,False
